log.annual.inc,dti,fico,days.with.cr.line,inq.last.6mths,pub.rec,predicted_loan_amnt,all_other,credit_card,debt_consolidation,educational,home_improvement,major_purchase,small_business
10.30895266,1.8,792,7889.958333,0,0,6471.0,0,0,0,0,1,0,0
10.81977828,20.93,642,5041.0,3,0,12644.25,0,0,0,0,1,0,0
10.82536266,13.77,737,5400.0,1,1,11300.0,0,0,1,0,0,0,0
10.46310334,16.39,677,2790.0,3,0,9200.5,0,0,1,0,0,0,0
9.862665558,1.25,692,2970.0,1,0,7563.5,1,0,0,0,0,0,0
11.28978191,13.47,702,2400.0,3,0,16254.0,0,0,1,0,0,0,0
10.69964248,22.41,687,4380.0,1,0,12344.75,1,0,0,0,0,0,0
11.20504069,7.69,717,3217.0,0,0,16761.75,0,0,1,0,0,0,0
10.59663473,16.35,662,1800.0,0,1,10742.5,1,0,0,0,0,0,0
10.34174248,19.9,667,4949.958333,0,0,10353.75,0,0,1,0,0,0,0
10.26813067,14.92,697,2913.0,0,0,9314.5,0,0,1,0,0,0,0
10.43382164,14.47,687,1110.0,1,0,9241.0,1,0,0,0,0,0,0
11.60823564,2.81,792,5520.0,0,0,26483.0,0,0,0,0,1,0,0
12.10342002,15.35,722,2940.0,1,0,20984.0,1,0,0,0,0,0,0
10.95080655,0.21,672,2071.041667,7,0,10587.416666666668,0,0,1,0,0,0,0
10.30895266,19.76,702,4529.041667,0,0,9592.5,0,0,1,0,0,0,0
10.858999,14.35,752,7051.0,1,0,10777.5,1,0,0,0,0,0,0
10.57131693,6.77,657,725.0,0,0,7877.25,0,0,0,1,0,0,0
11.10122093,16.55,722,8280.041667,0,0,13876.25,0,1,0,0,0,0,0
11.08214255,11.72,737,2766.958333,2,0,13217.5,0,0,0,0,0,0,1
11.00209984,8.12,732,3330.0,2,0,13524.133333333333,0,0,1,0,0,0,0
11.5228758,13.76,682,10742.95833,1,0,18041.5,1,0,0,0,0,0,0
11.14186178,24.52,662,3660.0,1,0,15228.0,0,0,1,0,0,0,0
9.729134165,7.07,702,780.0,6,0,4068.0,0,0,0,0,0,1,0
10.81977828,13.99,752,5040.041667,0,0,18381.5,0,1,0,0,0,0,0
11.08201946,4.89,687,5520.0,1,0,13830.0,1,0,0,0,0,0,0
11.56171563,7.39,777,8161.041667,0,0,25017.5,0,0,0,0,0,1,0
12.69158046,11.1,692,6780.041667,1,0,22695.25,0,0,1,0,0,0,0
11.88446833,5.54,777,10290.04167,1,0,21582.25,0,0,0,0,1,0,0
10.34174248,14.4,692,3930.0,0,0,9122.5,1,0,0,0,0,0,0
11.22524339,1.73,807,6810.041667,1,0,23405.75,1,0,0,0,0,0,0
10.66895539,11.0,742,8879.958333,0,0,8829.75,0,0,1,0,0,0,0
11.66992921,12.64,732,7050.0,0,0,22555.0,1,0,0,0,0,0,0
11.40756495,3.47,732,6330.0,0,0,14647.75,0,0,1,0,0,0,0
11.32779998,7.52,662,1169.0,2,0,14823.25,0,0,1,0,0,0,0
11.28983191,9.34,692,4860.041667,4,0,22110.5,0,0,1,0,0,0,0
10.69194491,6.33,692,11101.0,0,0,12821.25,0,0,1,0,0,0,0
11.77528973,9.81,777,5070.0,1,0,19748.0,1,0,0,0,0,0,0
11.1844214,9.32,662,5040.0,0,1,18346.5,0,0,1,0,0,0,0
10.08580911,3.45,672,3719.958333,0,0,9051.0,0,0,0,1,0,0,0
10.6454249,22.31,697,3006.041667,0,0,13961.5,1,0,0,0,0,0,0
11.2835123,6.51,747,7020.041667,1,0,10994.0,0,0,1,0,0,0,0
10.81977828,3.26,687,1500.0,1,0,10613.5,0,0,1,0,0,0,0
10.71441777,3.84,752,1982.041667,5,0,13865.75,0,0,1,0,0,0,0
10.71441777,10.19,657,3210.0,4,0,10474.75,1,0,0,0,0,0,0
11.11988288,14.99,697,3874.958333,1,1,14302.0,1,0,0,0,0,0,0
9.229358378,5.06,637,750.0,1,0,12198.5,0,1,0,0,0,0,0
11.1844214,11.12,727,8220.041667,0,0,15634.0,1,0,0,0,0,0,0
12.26904744,6.45,677,6240.0,0,0,23104.0,0,0,0,0,0,0,1
9.574983486,21.33,667,2039.958333,1,0,9786.0,1,0,0,0,0,0,0
11.40756495,15.0,687,1950.041667,4,0,15535.5,0,1,0,0,0,0,0
10.59653473,12.33,667,3270.0,4,0,7458.5,1,0,0,0,0,0,0
10.91508846,9.25,717,7199.958333,2,0,12106.25,0,1,0,0,0,0,0
10.51867319,16.61,667,6359.958333,7,0,10502.75,1,0,0,0,0,0,0
10.58294141,16.88,662,1597.041667,0,0,12630.25,1,0,0,0,0,0,0
10.87804719,15.42,727,2340.041667,0,0,10391.25,1,0,0,0,0,0,0
10.81977828,21.89,747,6389.958333,0,0,17696.0,0,0,1,0,0,0,0
11.03811028,9.8,677,3089.958333,3,0,15372.75,0,0,1,0,0,0,0
10.83446983,7.43,732,2760.041667,0,0,10424.25,0,0,1,0,0,0,0
10.5789798,2.63,667,3180.041667,5,0,5311.0,0,0,0,1,0,0,0
12.1547583,16.26,767,6695.0,5,0,21917.5,0,0,1,0,0,0,0
11.35040654,15.61,662,5528.958333,3,0,18634.0,0,0,0,0,0,0,1
9.574983486,6.33,687,1530.0,0,0,10266.25,0,0,1,0,0,0,0
10.96819829,19.92,652,5400.041667,6,0,11905.0,0,0,1,0,0,0,0
11.58988651,9.77,732,5580.0,1,0,17905.0,0,0,1,0,0,0,0
11.08214255,15.1,722,5760.0,1,1,21802.25,0,0,1,0,0,0,0
10.96337634,17.44,727,4890.041667,1,0,14355.5,0,0,1,0,0,0,0
12.03750605,7.86,657,4979.041667,3,0,14262.75,0,0,0,0,0,0,1
10.46104751,21.09,662,4529.958333,1,0,8210.5,0,0,1,0,0,0,0
12.20607265,5.18,777,12690.0,3,0,16063.0,0,0,1,0,0,0,0
12.27373129,11.78,692,1470.0,16,0,24169.0,0,1,0,0,0,0,0
10.46310334,15.74,692,1500.041667,2,0,8953.0,0,0,1,0,0,0,0
10.93310697,7.85,747,4080.041667,0,0,14121.75,0,0,1,0,0,0,0
11.03488966,18.21,682,5777.958333,1,0,17200.5,0,0,1,0,0,0,0
10.91508846,6.76,737,3330.041667,0,0,12609.5,1,0,0,0,0,0,0
11.53751466,7.49,737,7499.958333,0,0,11859.0,0,0,1,0,0,0,0
10.858999,1.34,742,1770.0,4,0,9125.5,0,0,0,0,1,0,0
11.03165864,3.46,747,2519.0,0,0,12849.75,1,0,0,0,0,0,0
10.59663473,13.31,682,4153.041667,0,0,10450.25,0,1,0,0,0,0,0
11.15625052,3.82,647,4080.0,0,0,14420.0,0,0,1,0,0,0,0
10.4341158,14.29,652,990.0,1,0,7604.75,0,0,1,0,0,0,0
11.26061054,19.1,677,3600.0,2,1,18456.0,0,0,0,1,0,0,0
10.62132735,13.9,737,5730.041667,0,0,10261.25,1,0,0,0,0,0,0
11.08214255,14.73,692,3030.0,1,0,18518.0,0,0,1,0,0,0,0
11.09741002,1.56,697,2309.958333,0,0,18324.25,1,0,0,0,0,0,0
11.05089001,22.63,717,6660.0,3,0,15080.75,0,0,1,0,0,0,0
11.54482134,14.44,727,5730.041667,0,0,19619.5,0,0,1,0,0,0,0
10.17198681,22.94,662,479.9583333,4,0,9775.25,1,0,0,0,0,0,0
11.20403338,18.11,687,4619.958333,0,0,21863.75,0,1,0,0,0,0,0
10.57131693,17.69,727,1199.958333,5,0,10408.5,0,0,0,0,0,1,0
11.81303006,18.12,667,9000.041667,1,0,22656.5,0,0,1,0,0,0,0
11.59910316,21.84,662,4950.0,2,0,20666.25,0,1,0,0,0,0,0
9.903487553,10.0,712,3512.958333,4,0,9933.5,1,0,0,0,0,0,0
11.31007462,14.2,677,5609.958333,9,1,16693.25,0,0,0,0,0,1,0
10.80900445,21.45,777,3662.0,1,0,12047.25,1,0,0,0,0,0,0
10.61888534,20.39,702,4139.958333,0,0,13322.25,0,0,0,0,0,0,1
10.30895266,14.36,727,1920.041667,0,0,9370.25,0,0,1,0,0,0,0
10.83958091,15.93,642,4200.041667,3,0,10820.25,0,0,0,0,1,0,0
10.37361617,19.2,757,3749.958333,0,0,9818.0,0,0,1,0,0,0,0
11.73606902,7.81,747,7530.0,0,0,21829.75,0,0,1,0,0,0,0
9.903487553,3.0,682,570.0,0,0,7100.75,1,0,0,0,0,0,0
10.59663473,21.96,717,4291.041667,1,0,9409.25,0,0,1,0,0,0,0
11.12726298,19.62,657,2009.958333,3,0,14607.0,0,1,0,0,0,0,0
10.76587105,25.66,717,4860.041667,2,0,13142.5,0,0,1,0,0,0,0
10.93310697,20.57,727,4860.041667,1,0,14404.75,0,1,0,0,0,0,0
11.47210347,16.89,702,4080.0,0,0,22960.5,0,0,0,0,0,0,1
9.825093485,9.41,662,11039.95833,1,0,10587.5,0,0,1,0,0,0,0
10.77895629,15.1,657,4710.0,0,0,11221.25,1,0,0,0,0,0,0
11.30958454,9.79,727,6000.041667,2,0,20210.25,0,1,0,0,0,0,0
11.26446411,4.48,707,8191.041667,1,0,16047.5,0,0,0,0,0,1,0
10.59663473,10.26,747,7560.0,3,0,6663.5,0,1,0,0,0,0,0
10.91508846,10.89,662,5760.0,11,0,7586.0,0,1,0,0,0,0,0
10.71441777,12.0,672,8639.958333,0,0,9245.75,0,0,1,0,0,0,0
10.30895266,8.12,677,1522.0,2,0,7676.75,0,0,0,0,0,0,1
10.49127422,2.77,762,2700.041667,0,0,8951.5,0,0,1,0,0,0,0
9.392661929,3.9,642,390.0,0,0,6635.75,0,0,1,0,0,0,0
10.03407712,17.06,772,6390.958333,0,0,8882.25,1,0,0,0,0,0,0
10.30895266,5.2,682,1684.958333,0,0,11805.0,0,1,0,0,0,0,0
10.59663473,22.32,707,7409.958333,7,0,8521.75,0,0,1,0,0,0,0
10.30895266,17.04,682,2430.041667,1,0,10028.25,1,0,0,0,0,0,0
11.26446411,24.12,742,8639.958333,0,0,15606.25,0,1,0,0,0,0,0
11.51292546,0.53,757,3990.0,1,0,29890.0,1,0,0,0,0,0,0
11.00209984,0.5,757,3029.958333,2,0,10748.75,0,0,0,0,1,0,0
10.12021054,14.73,767,3454.0,4,0,9632.75,1,0,0,0,0,0,0
10.45791849,20.13,722,2220.0,0,0,8647.25,0,0,1,0,0,0,0
11.39639165,12.09,727,4829.958333,1,0,21296.0,0,0,1,0,0,0,0
11.00209984,9.82,762,6419.041667,1,0,8086.0,0,0,1,0,0,0,0
10.79957558,16.09,662,4865.958333,0,0,12756.25,0,1,0,0,0,0,0
10.96812932,16.41,682,5759.958333,3,0,16170.5,1,0,0,0,0,0,0
10.49127422,17.4,682,6630.041667,9,1,8687.75,0,0,1,0,0,0,0
10.71441777,9.31,697,3374.958333,0,0,12396.75,1,0,0,0,0,0,0
11.33857208,9.87,702,3420.0,5,0,15931.75,1,0,0,0,0,0,0
11.39643659,10.64,662,5940.041667,1,0,23523.75,0,0,0,0,1,0,0
11.24504602,9.98,642,4679.958333,6,0,11449.0,0,1,0,0,0,0,0
11.2009507,19.98,692,3723.041667,3,0,22560.75,1,0,0,0,0,0,0
10.98529272,8.95,732,3750.041667,4,0,10247.5,0,0,1,0,0,0,0
10.23981692,7.84,772,1591.041667,1,0,7056.0,1,0,0,0,0,0,0
10.66895539,11.72,667,1020.0,0,0,5336.0,0,0,1,0,0,0,0
10.54534144,10.2,712,4033.0,0,0,9149.5,0,0,1,0,0,0,0
11.8493977,8.1,742,5040.0,3,0,26424.5,1,0,0,0,0,0,0
10.75798798,1.07,732,1140.0,0,0,11290.0,1,0,0,0,0,0,0
11.09741002,7.69,752,5400.041667,0,0,14673.25,1,0,0,0,0,0,0
10.22194128,21.6,667,5550.0,0,1,12431.75,0,0,1,0,0,0,0
11.21182037,11.46,772,6419.958333,0,0,16605.25,0,1,0,0,0,0,0
10.91537933,15.94,697,5340.0,2,0,17612.0,0,0,1,0,0,0,0
9.99149843,8.74,677,1259.958333,3,0,9679.0,1,0,0,0,0,0,0
10.30895266,5.6,737,5640.0,2,0,9116.0,0,0,1,0,0,0,0
10.71441777,11.04,767,7439.958333,0,0,14860.5,0,1,0,0,0,0,0
11.35040654,24.56,717,4830.0,1,0,22690.5,0,0,1,0,0,0,0
11.98292909,12.63,812,11707.0,0,0,20514.25,0,0,1,0,0,0,0
10.1266311,0.0,712,3360.041667,0,0,26764.10714285714,0,0,1,0,0,0,0
9.450930837,0.0,732,1200.041667,3,0,26764.10714285714,1,0,0,0,0,0,0
10.25765937,17.47,642,2909.0,2,0,10199.75,0,0,1,0,0,0,0
11.36986308,20.13,717,6210.0,0,0,19432.0,0,1,0,0,0,0,0
11.91839057,6.78,752,6150.0,1,0,20167.5,0,1,0,0,0,0,0
10.54841566,22.54,712,6000.041667,0,0,9157.0,0,0,1,0,0,0,0
10.2797298,15.82,667,3539.041667,1,1,9557.75,0,0,1,0,0,0,0
10.6214249,10.74,792,4589.958333,3,0,9184.25,1,0,0,0,0,0,0
11.65268741,4.17,717,2610.0,3,0,26040.0,0,1,0,0,0,0,0
11.33857208,20.86,702,5640.041667,1,0,19317.0,1,0,0,0,0,0,0
10.83958091,13.36,737,4890.041667,1,0,13768.0,1,0,0,0,0,0,0
10.91508846,9.62,612,1230.0,15,0,11440.0,0,0,1,0,0,0,0
11.48246626,15.06,697,6149.958333,0,0,23027.25,0,0,1,0,0,0,0
10.81985828,5.28,732,3810.041667,1,0,12076.75,1,0,0,0,0,0,0
11.47210347,23.75,702,7530.041667,1,0,18502.0,0,1,0,0,0,0,0
10.49127422,22.1,717,3990.0,0,0,8854.0,0,0,0,0,1,0,0
11.51292546,2.48,667,2999.958333,2,0,15685.25,0,0,0,0,0,0,1
10.08580911,20.45,672,1350.0,4,0,6831.75,0,0,1,0,0,0,0
10.30895266,14.72,757,2099.958333,0,0,9564.0,1,0,0,0,0,0,0
11.81303006,19.29,687,14671.0,1,1,22737.0,0,0,1,0,0,0,0
10.59663473,12.9,777,10259.95833,0,0,10026.5,1,0,0,0,0,0,0
13.30468493,4.61,732,7440.041667,0,0,20173.75,0,0,0,0,0,0,1
11.48242502,7.56,707,5130.0,0,0,15300.25,1,0,0,0,0,0,0
10.33501019,10.13,742,4307.0,3,0,10973.0,0,0,0,0,1,0,0
10.51867319,24.31,742,4710.0,2,0,7841.25,0,1,0,0,0,0,0
9.862665558,10.94,677,1920.0,3,0,10356.75,0,0,1,0,0,0,0
10.30895266,17.0,702,4770.0,0,0,10352.0,1,0,0,0,0,0,0
10.94199592,19.2,762,5909.958333,2,0,9850.25,1,0,0,0,0,0,0
10.46310334,10.22,672,4530.041667,1,0,10171.0,0,0,1,0,0,0,0
11.88446143,14.32,682,4619.958333,1,0,24119.75,0,0,1,0,0,0,0
11.72803684,11.17,692,5130.0,0,0,21967.75,0,0,0,0,1,0,0
10.18746276,12.74,707,1890.041667,1,0,10632.25,0,0,0,0,0,0,1
10.18111929,10.14,742,5430.0,0,0,8562.5,0,1,0,0,0,0,0
11.15625052,2.11,767,4140.041667,0,0,15715.75,1,0,0,0,0,0,0
10.30895266,23.84,642,2490.0,1,0,8068.5,0,0,1,0,0,0,0
10.81985828,3.72,767,9989.958333,0,0,10168.5,1,0,0,0,0,0,0
11.21182037,4.2,677,5369.958333,1,1,12670.0,0,0,1,0,0,0,0
10.91508846,9.77,672,5250.0,3,0,7597.5,1,0,0,0,0,0,0
10.91508846,24.94,667,5190.0,8,0,19076.25,0,1,0,0,0,0,0
11.56171563,10.01,687,5250.041667,1,0,15556.0,0,0,1,0,0,0,0
10.75790288,14.76,692,2009.958333,1,0,13134.75,0,0,1,0,0,0,0
11.28978191,14.6,762,3370.958333,1,0,21445.25,0,0,0,0,0,1,0
9.655026193,12.69,757,5850.0,0,0,6373.5,0,0,1,0,0,0,0
9.798127037,18.0,707,2192.0,1,0,9034.25,1,0,0,0,0,0,0
10.6454249,19.49,692,3479.958333,0,0,9873.5,0,1,0,0,0,0,0
10.12647109,0.34,747,6689.958333,1,0,14687.25,1,0,0,0,0,0,0
11.15625052,20.81,672,1440.0,6,0,16588.25,0,0,0,0,0,1,0
11.51292546,11.27,727,4926.958333,4,0,12465.75,0,0,0,0,0,1,0
10.81408209,14.99,762,3600.0,0,0,18087.25,1,0,0,0,0,0,0
9.903487553,14.16,752,3660.0,0,0,8960.0,0,0,1,0,0,0,0
11.03488966,8.65,717,3630.0,2,0,8569.5,0,0,1,0,0,0,0
11.69524702,2.93,802,4442.0,0,0,19430.5,0,0,0,0,1,0,0
11.01862914,0.49,677,3030.041667,2,0,8873.0,0,0,1,0,0,0,0
11.08214255,23.89,672,7260.0,1,1,17463.0,0,1,0,0,0,0,0
